procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0  12848 62852464 231632 793992    0    0     0     0 3008 2392  3  0 97  0  0	
 2  0  12848 62852464 231632 793992    0    0     0     0 2956 2378  3  0 97  0  0	
 1  0  12848 62852464 231632 794000    0    0     0     0 3045 2454  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0  12848 62852604 231632 794000    0    0     0     0 3029 2441  3  0 97  0  0	
 2  0  12848 62852596 231632 794004    0    0     0     0 3040 2410  3  0 97  0  0	
 2  0  12848 62852596 231632 794004    0    0     0     0 3041 2433  3  0 97  0  0	
 1  0  12848 62852596 231632 794016    0    0     0     0 2946 2363  3  0 97  0  0	
 1  0  12848 62852596 231632 794020    0    0     0    24 3045 2451  3  0 96  1  0	
 2  0  12848 62852588 231632 794024    0    0     0     0 3061 2436  3  0 97  0  0	
 1  0  12848 62852588 231632 794024    0    0     0     0 2960 2394  3  0 97  0  0	
 1  0  12848 62852596 231632 794032    0    0     0     0 3016 2395  3  0 97  0  0	
 3  0  12848 62852596 231632 794032    0    0     0     0 2964 2395  3  0 97  0  0	
 2  0  12848 62852596 231632 794036    0    0     0     0 3020 2401  3  0 97  0  0	
 1  0  12848 62852596 231632 794036    0    0     0     0 3038 2415  3  0 97  0  0	
 2  0  12848 62852588 231632 794040    0    0     0     0 3079 2504  3  0 97  0  0	
 1  0  12848 62852588 231632 794040    0    0     0     0 3469 3343  3  0 97  0  0	
 1  0  12848 62852588 231632 794052    0    0     0     0 3700 3847  3  0 97  0  0	
 2  0  12848 62852588 231632 794052    0    0     0    12 3346 3171  3  0 96  1  0	
 1  0  12848 62852712 231632 794060    0    0     0     0 3425 3326  3  0 97  0  0	
 2  0  12848 62852712 231632 794060    0    0     0     0 2954 2388  3  0 97  0  0	
 1  0  12848 62852712 231632 794064    0    0     0     0 3084 2547  3  0 97  0  0	
 1  0  12848 62852596 231632 794064    0    0     0     0 3716 3806  3  0 97  0  0	
 3  0  12848 62852588 231632 794068    0    0     0     0 3773 3979  3  0 97  0  0	
 1  0  12848 62852596 231632 794068    0    0     0    16 3761 3979  3  0 96  1  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  12848 62852596 231632 794080    0    0     0     0 3293 2952  3  0 97  0  0	
 1  0  12848 62852596 231632 794080    0    0     0    12 3264 2800  3  0 97  0  0	
 1  0  12848 62852596 231632 794088    0    0     0     0 3267 2850  3  0 97  0  0	
 1  0  12848 62852596 231632 794088    0    0     0     0 3215 2734  3  0 97  0  0	
 1  0  12848 62852596 231632 794096    0    0     0     0 3257 2801  3  0 97  0  0	
 1  0  12848 62852596 231632 794096    0    0     0     0 3059 2451  3  0 97  0  0	
 1  0  12848 62852596 231632 794104    0    0     0     0 3180 2701  3  0 97  0  0	
 1  0  12848 62852604 231632 794104    0    0     0    12 3253 2822  3  0 96  1  0	
 1  0  12848 62852604 231632 794104    0    0     0     0 3073 2473  3  0 97  0  0	
 2  0  12848 62852604 231632 794104    0    0     0     0 3109 2558  3  0 97  0  0	
 1  0  12848 62852596 231632 794112    0    0     0     0 3151 2607  3  0 97  0  0	
 2  0  12848 62852596 231632 794112    0    0     0     4 3077 2487  3  0 97  0  0	
 1  0  12848 62852472 231632 794120    0    0     0     0 3445 3220  3  0 97  0  0	
 1  0  12848 62852472 231632 794120    0    0     0     0 3223 2793  3  0 97  0  0	
 1  0  12848 62852456 231632 794128    0    0     0    12 3400 3109  3  0 96  1  0	
 1  0  12848 62852456 231632 794128    0    0     0     0 3174 2679  3  0 97  0  0	
 1  0  12848 62852464 231632 794132    0    0     0     0 3328 2951  3  0 97  0  0	
 1  0  12848 62852464 231632 794132    0    0     0     0 3041 2400  3  0 97  0  0	
 1  0  12848 62852340 231632 794140    0    0     0     0 3016 2374  3  0 97  0  0	
 2  0  12848 62852340 231632 794140    0    0     0     0 3056 2417  3  0 97  0  0	
 2  0  12848 62852340 231632 794152    0    0     0     0 3033 2391  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  12848 62852324 231632 794152    0    0     0     0 3043 2394  3  0 97  0  0	
 1  0  12848 62852332 231632 794156    0    0     0     0 3033 2385  3  0 97  0  0	
 1  0  12848 62852332 231632 794156    0    0     0     0 3052 2412  3  0 97  0  0	
 2  0  12848 62852332 231632 794164    0    0     0     0 3034 2387  3  0 97  0  0	
 1  0  12848 62852332 231632 794164    0    0     0     0 3032 2391  3  0 97  0  0	
 1  0  12848 62852332 231632 794168    0    0     0     0 3053 2442  3  0 97  0  0	
 1  0  12848 62852340 231632 794168    0    0     0     0 3028 2394  3  0 97  0  0	
 2  0  12848 62852348 231632 794172    0    0     0     0 3123 2581  3  0 97  0  0	
 1  0  12848 62852348 231632 794172    0    0     0    16 3123 2556  3  0 96  1  0	
 2  0  12848 62852216 231632 794180    0    0     0     0 3024 2374  3  0 97  0  0	
 1  0  12848 62852216 231632 794180    0    0     0     0 3033 2400  3  0 97  0  0	
 1  0  12848 62852216 231632 794188    0    0     0     0 3031 2386  3  0 97  0  0	
 1  0  12848 62852216 231632 794188    0    0     0     0 3035 2403  3  0 97  0  0	
 1  0  12848 62852216 231632 794192    0    0     0     0 3021 2381  3  0 97  0  0	
 1  0  12848 62852216 231632 794192    0    0     0     0 3031 2399  3  0 97  0  0	
 1  0  12848 62852216 231632 794200    0    0     0     0 3015 2363  3  0 97  0  0	
 1  0  12848 62852216 231632 794204    0    0     0     0 3041 2401  3  0 97  0  0	
 1  0  12848 62852216 231632 794216    0    0     0     0 3107 2543  3  0 97  0  0	
 2  0  12848 62852356 231632 794216    0    0     0     0 3050 2444  3  0 97  0  0	
 1  0  12848 62852348 231632 794224    0    0     0     0 3138 2580  3  0 97  0  0	
 1  0  12848 62852348 231632 794224    0    0     0     4 3225 2793  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  12848 62852348 231632 794228    0    0     0     0 3450 3209  3  0 97  0  0	
 2  0  12848 62852348 231632 794228    0    0     0    16 3130 2601  3  0 97  0  0	
 1  0  12848 62852340 231632 794232    0    0     0     0 3210 2748  3  0 97  0  0	
 2  0  12848 62852348 231632 794232    0    0     0     0 3249 2840  3  0 97  0  0	
 1  0  12848 62852348 231632 794236    0    0     0     0 3394 3120  3  0 97  0  0	
 1  0  12848 62852348 231632 794236    0    0     0     0 3049 2422  3  0 97  0  0	
 1  0  12848 62852348 231632 794248    0    0     0     0 3021 2374  3  0 97  0  0	
 1  0  12848 62852348 231632 794248    0    0     0     0 3111 2467  3  0 97  0  0	
 1  0  12848 62852340 231632 794252    0    0     0     0 3139 2613  3  0 97  0  0	
 1  0  12848 62852340 231632 794252    0    0     0     0 3036 2407  3  0 97  0  0	
 1  1  12848 62852340 231632 794256    0    0     0    16 3033 2377  3  0 97  0  0	
 1  0  12848 62852344 231632 794256    0    0     0     4 3036 2413  3  0 96  1  0	
 1  0  12848 62852220 231632 794264    0    0     0     0 3025 2398  3  0 97  0  0	
 1  0  12848 62852220 231632 794264    0    0     0     0 3043 2404  3  0 97  0  0	
 1  0  12848 62852220 231632 794276    0    0     0     0 3016 2378  3  0 97  0  0	
 1  0  12848 62852220 231632 794276    0    0     0     0 3050 2421  3  0 97  0  0	
 1  0  12848 62852220 231632 794284    0    0     0     0 3014 2372  3  0 97  0  0	
 1  0  12848 62852228 231632 794284    0    0     0     0 3029 2404  3  0 97  0  0	
 1  0  12848 62852220 231632 794292    0    0     0     0 3032 2383  3  0 97  0  0	
 2  0  12848 62852220 231632 794292    0    0     0     0 3033 2407  3  0 97  0  0	
 1  0  12848 62852228 231632 794296    0    0     0     0 3068 2450  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
