procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  12844 51927308 232820 648520    0    0     0     4 3024 2390  3  0 97  0  0	
 1  0  12844 51927308 232820 648520    0    0     0    16 3147 2722  3  0 97  0  0	
 1  0  12844 51927308 232820 648520    0    0     0     0 3201 2737  3  0 97  0  0	
 1  0  12844 51927308 232820 648520    0    0     0     0 3251 2944  3  0 97  0  0	
 3  0  12844 51927300 232820 648520    0    0     0     0 3013 2395  3  0 97  0  0	
 1  0  12844 51927300 232820 648520    0    0     0     0 3013 2438  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0  12844 51927300 232820 648520    0    0     0     0 3006 2360  3  0 97  0  0	
 1  0  12844 51927300 232820 648520    0    0     0     0 3034 2460  3  0 97  0  0	
 1  0  12844 51927300 232820 648520    0    0     0     0 3000 2389  3  0 97  0  0	
 1  0  12844 51927308 232820 648520    0    0     0     0 3013 2401  3  0 97  0  0	
 1  0  12844 51927308 232820 648524    0    0     0     0 3019 2361  3  0 97  0  0	
 2  0  12844 51927308 232820 648524    0    0     0     0 3015 2420  3  0 97  0  0	
 1  0  12844 51927308 232820 648524    0    0     0     0 2996 2342  3  0 97  0  0	
 1  0  12844 51927308 232820 648528    0    0     0     0 2990 2405  3  0 97  0  0	
 1  0  12844 51927308 232820 648528    0    0     0     0 2990 2334  3  0 97  0  0	
 1  0  12844 51927316 232820 648528    0    0     0     0 3005 2415  3  0 97  0  0	
 1  0  12844 51927316 232820 648528    0    0     0     0 3019 2360  3  0 97  0  0	
 1  0  12844 51927316 232820 648528    0    0     0     0 3011 2407  3  0 97  0  0	
 3  0  12844 51927316 232820 648528    0    0     0     0 2997 2335  3  0 97  0  0	
 1  0  12844 51927316 232820 648528    0    0     0     0 3004 2423  3  0 97  0  0	
 1  0  12844 51927316 232820 648528    0    0     0     0 3012 2402  3  0 97  0  0	
 1  0  12844 51927316 232820 648528    0    0     0     0 3073 2513  3  0 97  0  0	
 1  0  12844 51927316 232820 648528    0    0     0     0 3064 2487  3  0 97  0  0	
 1  0  12844 51927316 232820 648528    0    0     0     0 3046 2496  3  0 97  0  0	
 1  0  12844 51927316 232820 648528    0    0     0    16 3024 2399  3  0 96  1  0	
 2  0  12844 51927316 232820 648528    0    0     0     0 3021 2458  3  0 97  0  0	
 1  0  12844 51927316 232820 648528    0    0     0     0 3049 2434  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  12844 51927316 232820 648528    0    0     0     0 3040 2484  3  0 97  0  0	
 1  0  12844 51927316 232820 648528    0    0     0     0 3012 2375  3  0 97  0  0	
 1  0  12844 51927200 232820 648528    0    0     0     0 3410 3272  3  0 97  0  0	
 1  0  12844 51927200 232820 648532    0    0     0     0 3715 3866  3  0 97  0  0	
 1  0  12844 51927076 232820 648536    0    0     0     0 3702 3887  3  0 97  0  0	
 3  0  12844 51927068 232820 648536    0    0     0     0 3644 3751  3  0 97  0  0	
 1  0  12844 51927076 232820 648536    0    0     0     0 3629 3758  3  0 97  0  0	
 1  0  12844 51927068 232820 648536    0    0     0     0 3722 3911  3  0 97  0  0	
 1  0  12844 51927068 232820 648536    0    0     0    12 3119 2750  3  0 97  0  0	
 1  0  12844 51927068 232820 648536    0    0     0     0 3027 2440  3  0 97  0  0	
 1  0  12844 51926944 232820 648536    0    0     0     0 3215 2860  3  0 97  0  0	
 1  0  12844 51926944 232820 648536    0    0     0     0 3344 3084  3  0 97  0  0	
 2  0  12844 51926936 232820 648536    0    0     0     0 2998 2440  3  0 97  0  0	
 1  0  12844 51926936 232820 648540    0    0     0     0 3040 2407  3  0 97  0  0	
 1  0  12844 51926936 232820 648540    0    0     0     0 3035 2445  3  0 97  0  0	
 1  0  12844 51926936 232820 648540    0    0     0     0 3005 2356  3  0 97  0  0	
 1  0  12844 51926936 232820 648540    0    0     0     0 3214 2861  3  0 97  0  0	
 1  0  12844 51926940 232820 648540    0    0     0     0 3004 2416  3  0 97  0  0	
 1  0  12844 51926940 232820 648540    0    0     0     0 3101 2572  3  0 97  0  0	
 1  0  12844 51926940 232820 648540    0    0     0     0 3014 2367  3  0 97  0  0	
 1  0  12844 51926964 232820 648540    0    0     0     0 3053 2487  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  12844 51926964 232820 648548    0    0     0     0 3005 2361  3  0 97  0  0	
 1  0  12844 51926956 232820 648548    0    0     0     0 3025 2448  3  0 97  0  0	
 1  0  12844 51926956 232820 648548    0    0     0     0 3016 2390  3  0 97  0  0	
 1  0  12844 51926956 232820 648548    0    0     0     0 3027 2433  3  0 97  0  0	
 2  0  12844 51926956 232820 648548    0    0     0     0 3144 2613  3  0 97  0  0	
 1  0  12844 51926952 232820 648548    0    0     0     0 3119 2641  3  0 97  0  0	
 2  0  12844 51926952 232820 648548    0    0     0     0 3147 2645  3  0 97  0  0	
 1  0  12844 51926952 232820 648548    0    0     0     0 3185 2781  3  0 97  0  0	
 1  0  12844 51926952 232820 648548    0    0     0     0 3145 2663  3  0 97  0  0	
 2  0  12844 51926952 232820 648548    0    0     0     0 3109 2560  3  0 97  0  0	
 1  0  12844 51926944 232820 648548    0    0     0     0 3205 2746  3  0 97  0  0	
 1  0  12844 51926944 232820 648548    0    0     0     0 3145 2699  3  0 97  0  0	
 1  0  12844 51926944 232820 648548    0    0     0     0 3099 2523  3  0 97  0  0	
 1  0  12844 51926944 232820 648548    0    0     0     0 3129 2632  3  0 97  0  0	
 2  0  12844 51926944 232820 648548    0    0     0     0 3012 2367  3  0 97  0  0	
 1  0  12844 51926944 232820 648548    0    0     0     0 3223 2843  3  0 97  0  0	
 1  0  12844 51926936 232820 648548    0    0     0     0 3031 2417  3  0 97  0  0	
 1  0  12844 51926936 232820 648548    0    0     0     0 3121 2650  3  0 97  0  0	
 1  0  12844 51926936 232820 648552    0    0     0     0 3222 2772  3  0 97  0  0	
 1  0  12844 51926952 232820 648552    0    0     0     0 3187 2751  3  0 97  0  0	
 1  0  12844 51926952 232820 648556    0    0     0     0 3127 2620  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  12844 51927068 232820 648556    0    0     0     0 3114 2585  3  0 97  0  0	
 1  0  12844 51927068 232820 648556    0    0     0     0 3041 2399  3  0 97  0  0	
 1  0  12844 51927068 232820 648556    0    0     0     0 2987 2413  3  0 97  0  0	
 1  0  12844 51927068 232820 648556    0    0     0     0 2978 2338  3  0 97  0  0	
 2  0  12844 51927068 232820 648556    0    0     0     0 3001 2405  3  0 97  0  0	
 1  0  12844 51927068 232820 648556    0    0     0     0 3021 2367  3  0 97  0  0	
 1  0  12844 51927076 232820 648556    0    0     0     0 3053 2495  3  0 97  0  0	
 1  0  12844 51927076 232820 648556    0    0     0     0 3030 2388  3  0 97  0  0	
 1  0  12844 51927080 232820 648556    0    0     0     0 3036 2473  3  0 97  0  0	
 3  0  12844 51927080 232820 648556    0    0     0     0 3005 2358  3  0 97  0  0	
 1  0  12844 51927080 232820 648556    0    0     0     0 2986 2446  3  0 97  0  0	
 3  0  12844 51927080 232820 648556    0    0     0     0 3012 2430  3  0 97  0  0	
 1  0  12844 51927080 232820 648556    0    0     0     0 3041 2454  3  0 97  0  0	
 1  0  12844 51927080 232820 648556    0    0     0     0 3039 2437  3  0 97  0  0	
 1  0  12844 51927080 232820 648560    0    0     0     0 3026 2456  3  0 97  0  0	
 1  0  12844 51927204 232820 648560    0    0     0     0 3001 2354  3  0 97  0  0	
 1  0  12844 51927204 232820 648564    0    0     0     0 3043 2441  3  0 97  0  0	
 1  0  12844 51927204 232820 648568    0    0     0    12 3029 2395  3  0 96  1  0	
 1  0  12844 51927220 232820 648568    0    0     0     0 3004 2420  3  0 97  0  0	
 1  0  12844 51927220 232820 648568    0    0     0     0 2993 2333  3  0 97  0  0	
 1  0  12844 51927216 232820 648568    0    0     0     0 2996 2403  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  12844 51927092 232820 648568    0    0     0     0 3015 2351  3  0 97  0  0	
 1  0  12844 51927092 232820 648568    0    0     0     0 3020 2444  3  0 97  0  0	
 1  0  12844 51927092 232820 648568    0    0     0     0 3011 2404  3  0 97  0  0	
 1  0  12844 51927084 232820 648568    0    0     0     0 3019 2429  3  0 97  0  0	
 2  0  12844 51927084 232820 648568    0    0     0     0 3015 2381  3  0 97  0  0	
 1  0  12844 51927084 232820 648568    0    0     0     0 3083 2587  3  0 97  0  0	
 2  0  12844 51927084 232820 648568    0    0     0     0 3137 2723  3  0 97  0  0	
 2  0  12844 51927084 232820 648568    0    0     0     0 2977 2465  3  0 97  0  0	
 1  0  12844 51927084 232820 648568    0    0     0     0 3067 2503  3  0 97  0  0	
 1  0  12844 51927200 232820 648568    0    0     0     0 3088 2600  3  0 97  0  0	
 1  0  12844 51927200 232820 648568    0    0     0     0 3067 2462  3  0 97  0  0	
 1  0  12844 51927200 232820 648572    0    0     0     0 3071 2508  3  0 97  0  0	
 1  0  12844 51927200 232820 648572    0    0     0     0 3035 2426  3  0 97  0  0	
 1  0  12844 51927200 232820 648572    0    0     0     0 3054 2514  3  0 97  0  0	
 1  0  12844 51927200 232820 648572    0    0     0     0 2995 2381  3  0 97  0  0	
 1  0  12844 51927200 232820 648572    0    0     0     0 3045 2453  3  0 97  0  0	
 2  0  12844 51927200 232820 648576    0    0     0     0 3033 2377  3  0 97  0  0	
 1  0  12844 51927224 232820 648576    0    0     0     0 3101 2588  3  0 97  0  0	
 2  0  12844 51927224 232820 648576    0    0     0     0 2997 2343  3  0 97  0  0	
 1  0  12844 51927216 232820 648576    0    0     0     0 3006 2439  3  0 97  0  0	
 2  0  12844 51927216 232820 648576    0    0     0     0 3006 2363  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
